Pression SBE41,Temperature SBE41,Salinite SBE41,Pression SBE61,Temperature SBE61,Salinite SBE61,Pression RBR,Temperature RBR,Salinite RBR,Temperature interne RBR
3942.2,2414,34897,3937.4,2415,34886,nan,nan,nan,nan
3935.6,2414,34897,3930.8,2415,34886,3938.7,2417,34869,2344
3929,2416,34898,3924.4,2416,34887,3932.1,2418,34869,2389
3922.5,2417,34898,3917.8,2418,34886,3925.6,2419,34870,2433
3915.8,2417,34898,3911.2,2417,34887,3919,2419,34870,2477
3909.2,2418,34898,3904.5,2419,34887,3912.2,2421,34870,2433
3902.6,2419,34898,3898,2420,34887,3905.7,2421,34870,2389
3896,2419,34898,3891.3,2420,34888,3899,2422,34870,2521
3889.4,2420,34899,3884.7,2421,34888,3892.4,2423,34871,2433
3882.9,2421,34899,3878.3,2422,34887,3885.9,2424,34871,2389
3876.3,2422,34899,3871.7,2422,34888,3879.3,2424,34871,2477
3869.7,2423,34899,3865.1,2424,34888,3872.7,2425,34871,2344
3863.1,2425,34899,3858.5,2426,34888,3866.1,2427,34872,2521
3856.4,2425,34899,3851.9,2426,34888,3859.4,2427,34872,2477
3849.9,2427,34900,3845.2,2428,34889,3852.8,2429,34872,2521
3843.3,2430,34900,3838.7,2431,34888,3846.2,2432,34872,2565
3836.8,2432,34900,3832.3,2433,34889,3839.8,2434,34873,2477
3830.2,2434,34900,3825.6,2435,34889,3833.1,2436,34873,2433
3823.7,2435,34901,3819,2436,34889,3826.5,2437,34873,2344
3817.1,2436,34901,3812.4,2437,34889,3820,2438,34874,2433
3810.6,2437,34901,3805.8,2438,34890,3813.4,2439,34874,2433
3804.1,2438,34901,3799.5,2439,34890,3807,2441,34874,2433
3797.5,2440,34902,3792.8,2440,34890,3800.3,2442,34874,2565
3790.8,2442,34902,3786.1,2443,34890,3793.6,2444,34874,2433
3784.1,2444,34902,3779.6,2445,34891,3786.9,2447,34874,2521
3777.5,2445,34902,3772.8,2445,34891,3780.2,2447,34875,2433
3770.9,2447,34902,3766.3,2447,34891,3773.6,2449,34875,2521
3764.2,2449,34903,3759.5,2450,34892,3766.9,2452,34875,2389
3757.7,2454,34903,3753,2455,34892,3760.3,2456,34876,2521
3751.2,2454,34904,3746.5,2455,34892,3753.9,2456,34876,2477
3744.7,2455,34903,3740,2456,34892,3747.3,2457,34876,2433
3738.1,2457,34904,3733.5,2457,34893,3740.8,2459,34876,2565
3731.6,2457,34904,3727,2458,34892,3734.3,2459,34877,2565
3725,2458,34904,3720.5,2459,34893,3727.7,2460,34877,2389
3718.4,2461,34904,3713.8,2462,34893,3721,2463,34877,2433
3711.9,2463,34905,3707.3,2464,34893,3714.5,2465,34877,2521
3705.4,2464,34905,3700.8,2465,34894,3707.9,2467,34878,2433
3698.8,2466,34905,3694.3,2466,34894,3701.5,2468,34878,2521
3692.3,2467,34905,3687.6,2468,34894,3694.8,2470,34878,2433
3685.7,2470,34906,3681.1,2470,34895,3688.2,2472,34878,2477
3679.2,2472,34906,3674.6,2473,34894,3681.8,2474,34879,2521
3672.7,2473,34906,3668,2474,34895,3675.1,2476,34879,2521
3666,2475,34907,3661.4,2476,34895,3668.5,2477,34880,2521
3659.2,2478,34907,3654.6,2479,34895,3661.8,2480,34879,2609
3652.7,2481,34907,3648.1,2482,34896,3655.2,2484,34880,2521
3646.1,2483,34907,3641.4,2484,34896,3648.5,2485,34880,2477
3639.5,2483,34908,3634.9,2484,34896,3642,2486,34881,2521
3632.9,2487,34908,3628.3,2488,34896,3635.4,2489,34881,2433
3626.3,2490,34908,3621.6,2490,34897,3628.7,2492,34882,2389
3619.8,2493,34909,3615.2,2493,34898,3622.3,2495,34882,2433
3613.3,2495,34909,3608.8,2496,34898,3615.8,2497,34882,2565
3606.8,2497,34909,3602.2,2498,34898,3609.2,2499,34882,2565
3600.1,2499,34909,3595.5,2500,34898,3602.5,2501,34883,2433
3593.4,2500,34910,3588.8,2502,34898,3595.9,2503,34883,2521
3586.8,2503,34910,3582.2,2504,34899,3589.2,2505,34883,2477
3580.1,2506,34910,3575.5,2506,34899,3582.5,2508,34884,2565
3573.6,2507,34910,3568.9,2508,34900,3575.9,2509,34884,2477
3567,2508,34911,3562.4,2509,34900,3569.4,2511,34884,2565
3560.4,2510,34911,3555.9,2511,34900,3562.8,2513,34885,2521
3553.9,2513,34911,3549.4,2513,34900,3556.2,2515,34885,2565
3547.4,2514,34911,3542.9,2515,34900,3549.8,2516,34885,2565
3540.8,2516,34912,3536.3,2517,34901,3543.2,2518,34885,2565
3534.3,2519,34912,3529.7,2520,34901,3536.6,2521,34886,2565
3527.7,2522,34912,3523.1,2523,34901,3530.1,2525,34886,2477
3521.1,2525,34913,3516.4,2525,34902,3523.4,2527,34887,2521
3514.3,2525,34913,3509.8,2526,34902,3516.6,2527,34887,2565
3507.8,2528,34913,3503.2,2529,34902,3510.1,2530,34887,2521
3501.2,2531,34914,3496.6,2531,34903,3503.5,2533,34888,2652
3494.6,2533,34914,3490.1,2534,34903,3496.9,2535,34888,2565
3488.1,2537,34914,3483.5,2537,34903,3490.4,2539,34888,2565
3481.5,2541,34915,3477,2542,34903,3483.8,2543,34889,2521
3474.9,2545,34915,3470.4,2546,34904,3477.2,2547,34889,2609
3468.4,2547,34916,3463.8,2548,34904,3470.7,2550,34889,2565
3461.7,2549,34916,3457.1,2550,34905,3464,2552,34890,2565
3455.2,2552,34916,3450.7,2553,34905,3457.4,2554,34890,2521
3448.5,2554,34917,3443.9,2555,34905,3450.7,2556,34890,2696
3441.9,2560,34917,3437.3,2560,34906,3444.1,2562,34891,2521
3435.3,2562,34917,3430.7,2563,34906,3437.5,2564,34891,2609
3428.7,2566,34918,3424.2,2566,34907,3430.8,2568,34892,2652
3422.2,2566,34918,3417.7,2568,34906,3424.5,2568,34892,2565
3415.7,2569,34918,3411.1,2570,34907,3417.9,2572,34892,2521
3409.2,2572,34919,3404.8,2572,34907,3411.4,2574,34893,2609
3402.7,2574,34919,3398.1,2575,34908,3404.9,2576,34893,2609
3396.2,2575,34919,3391.7,2575,34908,3398.4,2576,34894,2477
3389.6,2576,34919,3385.2,2576,34908,3391.8,2578,34894,2521
3383.1,2577,34919,3378.5,2578,34908,3385.3,2579,34894,2565
3376.5,2580,34920,3372.1,2581,34909,3378.7,2582,34894,2652
3370,2583,34920,3365.5,2584,34909,3372.2,2585,34895,2565
3363.5,2585,34920,3359.1,2586,34909,3365.7,2587,34895,2652
3356.8,2591,34921,3352.3,2591,34910,3359,2592,34896,2609
3350.2,2592,34921,3345.6,2593,34910,3352.3,2594,34896,2609
3343.7,2595,34922,3339.2,2596,34910,3345.8,2598,34896,2652
3337.2,2599,34922,3332.7,2600,34910,3339.3,2601,34896,2652
3330.7,2603,34922,3326.3,2603,34912,3332.9,2605,34897,2565
3324.1,2606,34923,3319.6,2607,34911,3326.3,2608,34897,2652
3317.6,2609,34923,3313.1,2610,34912,3319.7,2611,34898,2521
3310.9,2614,34923,3306.5,2615,34912,3313,2615,34898,2609
3304.4,2617,34924,3300,2618,34912,3306.6,2619,34899,2609
3297.8,2618,34924,3293.3,2620,34912,3299.9,2621,34899,2565
3291.2,2624,34925,3286.8,2624,34914,3293.4,2626,34899,2565
3284.7,2626,34925,3280.2,2626,34914,3286.7,2628,34900,2652
3277.9,2628,34925,3273.4,2629,34913,3280.1,2630,34900,2740
3271.3,2630,34925,3266.9,2631,34914,3273.5,2632,34900,2652
3264.8,2633,34926,3260.3,2635,34914,3266.9,2635,34901,2521
3258.1,2634,34926,3253.7,2635,34914,3260.2,2636,34901,2696
3251.4,2637,34926,3247,2638,34915,3253.5,2639,34901,2740
3244.8,2639,34926,3240.4,2640,34915,3246.9,2641,34902,2565
3238.2,2639,34926,3233.6,2641,34915,3240.2,2641,34902,2652
3231.6,2642,34926,3227.1,2643,34915,3233.7,2644,34902,2696
3225.1,2643,34926,3220.7,2645,34915,3227.3,2645,34902,2740
3218.5,2648,34927,3214.1,2649,34915,3220.6,2650,34903,2652
3211.9,2650,34927,3207.5,2651,34916,3213.9,2652,34903,2652
3205.4,2656,34928,3201.1,2657,34917,3207.5,2658,34904,2652
3198.8,2659,34929,3194.4,2661,34917,3200.9,2661,34905,2740
3192.3,2664,34929,3187.8,2664,34918,3194.3,2665,34905,2740
3185.7,2669,34930,3181.3,2671,34918,3187.7,2672,34905,2696
3179.1,2675,34930,3174.7,2675,34919,3181.2,2676,34906,2740
3172.5,2677,34931,3168.1,2678,34919,3174.6,2679,34907,2652
3166,2681,34931,3161.6,2682,34919,3168,2683,34907,2784
3159.4,2685,34931,3155.1,2686,34920,3161.4,2688,34907,2784
3152.9,2685,34931,3148.6,2687,34920,3155,2687,34908,2784
3146.4,2691,34932,3142.1,2691,34920,3148.5,2692,34908,2784
3139.9,2693,34932,3135.6,2694,34920,3142,2695,34908,2740
3133.3,2694,34932,3128.9,2695,34921,3135.4,2696,34908,2784
3126.8,2695,34932,3122.4,2696,34921,3128.8,2697,34909,2784
3120.2,2699,34932,3115.9,2700,34921,3122.2,2701,34909,2740
3113.6,2704,34932,3109.2,2705,34921,3115.5,2705,34909,2740
3107,2706,34933,3102.6,2707,34922,3109,2708,34910,2740
3100.4,2711,34934,3096.1,2712,34922,3102.4,2714,34910,2652
3093.8,2714,34934,3089.4,2716,34922,3095.8,2716,34911,2652
3087.3,2718,34934,3083,2719,34923,3089.3,2720,34911,2784
3080.8,2722,34934,3076.4,2723,34923,3082.7,2724,34911,2784
3074.2,2727,34935,3069.9,2728,34924,3076.3,2729,34912,2827
3067.7,2732,34935,3063.4,2732,34925,3069.8,2734,34913,2871
3061,2739,34936,3056.8,2739,34925,3063,2741,34913,2784
3054.5,2743,34937,3050.1,2744,34925,3056.5,2745,34914,2696
3047.9,2749,34938,3043.4,2750,34926,3049.8,2751,34915,2740
3041.2,2752,34938,3036.8,2753,34926,3043.1,2754,34915,2784
3034.6,2755,34938,3030.3,2756,34926,3036.7,2757,34915,2871
3028,2758,34938,3023.7,2758,34927,3030,2760,34915,2784
3021.5,2763,34939,3017.2,2764,34928,3023.4,2765,34916,2740
3014.9,2772,34939,3010.6,2772,34928,3016.8,2773,34917,2696
3008.3,2778,34940,3004.1,2779,34929,3010.3,2780,34917,2784
3001.8,2783,34940,2997.5,2783,34929,3003.8,2784,34918,2871
2994.2,2791,34941,2989.9,2792,34930,2996.1,2793,34919,2696
2986.7,2798,34942,2982.5,2799,34931,2988.7,2800,34919,2784
2979.2,2800,34943,2974.9,2801,34931,2981.2,2802,34920,2784
2971.6,2812,34943,2967.4,2813,34932,2973.6,2814,34921,2871
2964.1,2818,34944,2959.8,2819,34932,2965.9,2820,34922,2871
2956.5,2822,34944,2952.3,2822,34933,2958.5,2823,34923,2915
2948.9,2828,34945,2944.7,2829,34933,2950.9,2830,34923,2871
2941.2,2832,34945,2937,2834,34934,2943.2,2834,34924,2915
2933.7,2840,34946,2929.4,2841,34934,2935.6,2842,34924,2958
2926,2848,34947,2921.7,2849,34936,2928,2849,34925,2784
2918.4,2853,34947,2914.2,2854,34935,2920.4,2854,34926,2871
2910.8,2859,34949,2906.6,2860,34937,2912.7,2861,34927,3002
2903.2,2867,34949,2899,2868,34937,2905.1,2868,34928,2827
2895.6,2877,34950,2891.5,2878,34938,2897.6,2879,34928,2871
2888,2879,34950,2883.8,2881,34939,2889.9,2882,34929,2827
2880.4,2891,34951,2876.3,2892,34940,2882.4,2892,34930,2915
2872.9,2898,34952,2868.7,2898,34941,2874.8,2899,34931,2827
2865.2,2902,34952,2861.1,2902,34941,2867.2,2904,34931,3002
2857.6,2915,34955,2853.6,2917,34943,2859.6,2918,34933,2827
2850.1,2929,34956,2846,2930,34944,2852,2931,34935,2958
2842.5,2929,34956,2838.4,2930,34944,2844.5,2931,34935,3002
2834.9,2941,34957,2830.8,2942,34945,2836.8,2943,34936,2871
2827.3,2944,34957,2823.2,2945,34946,2829.3,2946,34937,2958
2819.7,2951,34958,2815.6,2952,34947,2821.7,2953,34937,3045
2812.2,2967,34960,2808.1,2968,34949,2814.1,2969,34940,3045
2804.6,2980,34963,2800.4,2981,34951,2806.5,2981,34942,2958
2796.9,2994,34964,2792.8,2995,34953,2798.9,2996,34944,3045
2789.4,3002,34965,2785.3,3003,34953,2791.3,3004,34945,3002
2781.8,3009,34966,2777.7,3010,34955,2783.8,3011,34946,3045
2774.3,3018,34967,2770.2,3019,34956,2776.2,3021,34947,2958
2766.7,3027,34967,2762.6,3028,34956,2768.7,3029,34948,3002
2759.2,3042,34970,2755.1,3043,34958,2761.1,3044,34950,3088
2751.5,3049,34970,2747.4,3050,34959,2753.5,3050,34951,3002
2743.9,3056,34971,2739.9,3057,34959,2745.8,3058,34951,3132
2736.3,3069,34972,2732.2,3070,34960,2738.1,3070,34953,3088
2728.7,3079,34973,2724.8,3079,34962,2730.6,3080,34954,3088
2721.2,3085,34973,2717.2,3086,34962,2723,3087,34954,3045
2713.6,3083,34972,2709.7,3084,34961,2715.5,3085,34954,3132
2705.9,3084,34972,2702,3085,34960,2707.9,3086,34953,3175
2698.3,3094,34973,2694.3,3095,34961,2700.3,3096,34954,3132
2690.8,3103,34975,2686.9,3103,34963,2692.8,3104,34956,3175
2683.3,3113,34976,2679.3,3114,34964,2685.3,3115,34956,3175
2675.7,3123,34976,2671.8,3124,34965,2677.7,3125,34958,3045
2668,3131,34977,2664,3131,34966,2669.9,3132,34959,3132
2660.4,3144,34979,2656.5,3145,34967,2662.3,3145,34960,3132
2652.9,3150,34979,2648.9,3151,34968,2654.8,3152,34961,3045
2645.3,3164,34981,2641.4,3165,34970,2647.2,3166,34962,3175
2637.7,3171,34981,2633.8,3172,34970,2639.7,3173,34963,3088
2630.1,3178,34982,2626.1,3179,34971,2632,3180,34964,3175
2622.4,3186,34983,2618.6,3187,34971,2624.3,3188,34965,3175
2614.7,3190,34984,2610.8,3191,34972,2616.7,3192,34966,3218
2607.1,3209,34986,2603.4,3210,34974,2609.1,3211,34968,3175
2599.6,3215,34986,2595.8,3215,34975,2601.6,3216,34969,3218
2592,3222,34987,2588.3,3223,34976,2594,3224,34969,3261
2584.4,3233,34988,2580.4,3233,34977,2586.3,3234,34971,3218
2576.8,3243,34989,2572.9,3243,34978,2578.7,3244,34972,3175
2569.1,3249,34990,2565.3,3250,34979,2571.1,3251,34972,3218
2561.4,3261,34991,2557.7,3262,34980,2563.4,3263,34974,3218
2553.9,3271,34992,2550.1,3272,34981,2555.9,3273,34975,3261
2546.3,3281,34993,2542.6,3282,34982,2548.3,3282,34976,3261
2538.6,3283,34996,2534.9,3287,34983,2540.7,3287,34977,3218
2531,3297,34996,2527.2,3299,34984,2533.1,3299,34979,3304
2523.5,3310,34997,2519.6,3312,34985,2525.4,3312,34979,3261
2516,3315,34997,2512.2,3317,34986,2518,3317,34981,3218
2508.4,3343,35000,2504.7,3343,34989,2510.4,3344,34983,3304
2500.9,3353,35001,2497.1,3354,34990,2502.8,3355,34985,3391
2493.3,3362,35004,2489.5,3362,34992,2495.2,3362,34985,3391
2485.8,3388,35005,2482.1,3388,34993,2487.8,3389,34988,3348
2478.3,3395,35006,2474.5,3395,34994,2480.2,3397,34989,3434
2470.7,3407,35007,2467,3408,34995,2472.6,3408,34990,3348
2463.1,3416,35008,2459.4,3418,34997,2465.1,3418,34993,3348
2455.4,3429,35010,2451.8,3430,34999,2457.4,3431,34993,3348
2447.9,3435,35010,2444.3,3436,34999,2449.9,3436,34994,3562
2440.3,3455,35013,2436.6,3455,35001,2442.3,3456,34996,3519
2432.8,3472,35014,2429.1,3472,35002,2434.8,3473,34998,3519
2425.1,3476,35015,2421.4,3477,35003,2427.1,3478,34999,3434
