Pression SBE41,Temperature SBE41,Salinite SBE41,Pression SBE61,Temperature SBE61,Salinite SBE61,Pression RBR,Temperature RBR,Salinite RBR,Temperature interne RBR
2052.2,4209,35102,2049.2,4208,35090,nan,nan,nan,nan
2037.1,4234,35104,2034.2,4234,35092,2040.7,4236,35087,4241
2022,4278,35108,2019.2,4279,35097,2025.6,4280,35093,4325
2007,4316,35113,2004.2,4317,35101,2010.5,4317,35096,4325
1991.8,4369,35119,1989.1,4370,35108,1995.3,4371,35103,4409
1976.7,4412,35124,1974,4413,35113,1980.2,4414,35108,4367
1961.6,4445,35127,1958.8,4446,35116,1965,4447,35111,4493
1946.4,4475,35132,1943.7,4476,35120,1949.8,4477,35115,4451
1931.4,4510,35136,1928.8,4511,35124,1934.8,4512,35120,4535
1916.3,4548,35140,1913.7,4549,35129,1919.7,4550,35124,4535
1901.3,4610,35147,1898.6,4611,35136,1904.7,4612,35132,4535
1886.2,4658,35153,1883.6,4659,35141,1889.6,4660,35137,4660
1871.2,4694,35157,1868.7,4694,35146,1874.6,4696,35141,4660
1856.2,4734,35161,1853.6,4735,35150,1859.5,4736,35145,4743
1841,4788,35168,1838.4,4788,35158,1844.3,4789,35152,4743
1825.9,4839,35175,1823.4,4839,35165,1829.2,4841,35160,4743
1810.8,4868,35179,1808.2,4871,35170,1814.1,4870,35163,4909
1795.8,4915,35186,1793.4,4914,35173,1799.2,4918,35169,4867
1780.8,5004,35199,1778.3,5004,35188,1784.2,5006,35182,4950
1765.8,5057,35205,1763.4,5057,35193,1769.1,5059,35188,4950
1750.7,5090,35209,1748.3,5091,35198,1754,5092,35194,5033
1735.7,5160,35218,1733.3,5161,35207,1739,5162,35203,5115
1720.6,5190,35221,1718.3,5191,35209,1723.9,5191,35206,5239
1705.4,5255,35228,1703.1,5256,35217,1708.7,5257,35214,5321
1690.4,5310,35234,1688.2,5309,35224,1693.7,5312,35218,5280
1675.3,5351,35241,1673.1,5351,35230,1678.6,5353,35227,5362
1660.2,5462,35256,1657.9,5463,35245,1663.4,5464,35241,5525
1645.1,5516,35266,1643,5518,35254,1648.4,5519,35248,5484
1630,5595,35275,1627.8,5597,35263,1633.3,5597,35260,5647
1615,5646,35282,1613,5646,35270,1618.3,5646,35266,5607
1599.9,5736,35294,1597.8,5736,35284,1603.1,5737,35278,5607
1584.9,5829,35309,1582.9,5831,35297,1588.2,5831,35293,5728
1569.7,5925,35322,1567.7,5926,35311,1573,5926,35308,5850
1554.6,6003,35332,1552.5,6003,35322,1557.8,6004,35317,5931
1539.4,6044,35339,1537.4,6045,35327,1542.6,6047,35325,6132
1524.4,6154,35356,1522.5,6156,35344,1527.7,6156,35340,6213
1509.3,6258,35369,1507.5,6259,35357,1512.6,6259,35352,6253
1494.2,6340,35380,1492.3,6341,35370,1497.5,6342,35366,6333
1479,6385,35381,1477.2,6384,35372,1482.2,6386,35369,6413
1463.9,6444,35389,1462,6445,35376,1467.1,6445,35375,6452
1448.7,6554,35407,1446.9,6556,35392,1451.9,6556,35390,6532
1433.7,6674,35421,1431.9,6675,35409,1437,6676,35408,6691
1418.7,6791,35435,1417,6792,35423,1422,6793,35421,6770
1403.7,6927,35452,1402,6928,35441,1406.9,6930,35435,6889
1388.7,7082,35476,1387.1,7082,35465,1391.9,7084,35463,6968
1373.6,7162,35485,1372,7163,35473,1376.8,7163,35471,7125
1358.6,7264,35498,1357,7266,35486,1361.9,7266,35485,7243
1343.5,7354,35507,1341.9,7355,35495,1346.7,7355,35494,7282
1328.4,7445,35515,1326.9,7445,35504,1331.7,7446,35501,7438
1313.2,7495,35518,1311.8,7496,35506,1316.5,7497,35504,7555
1298.1,7567,35524,1296.6,7568,35512,1301.4,7568,35511,7477
1283.1,7662,35536,1281.6,7663,35525,1286.3,7664,35524,7633
1267.9,7772,35550,1266.5,7774,35539,1271.2,7772,35538,7749
1252.7,7832,35556,1251.3,7833,35544,1256,7833,35544,7865
1237.7,7885,35559,1236.3,7886,35547,1240.9,7887,35547,7865
1222.6,7954,35563,1221.2,7955,35551,1225.9,7956,35550,7942
1207.5,8044,35573,1206.2,8046,35560,1210.7,8046,35557,8019
1192.4,8148,35580,1191.1,8149,35568,1195.6,8148,35567,8057
1177.2,8177,35576,1175.9,8178,35565,1180.5,8177,35566,8134
1162,8206,35577,1160.9,8207,35565,1165.3,8208,35565,8173
1146.9,8249,35579,1145.7,8250,35567,1150.2,8250,35567,8288
1131.9,8313,35577,1130.7,8316,35567,1135.1,8316,35567,8249
1116.6,8438,35591,1115.4,8438,35579,1119.8,8439,35579,8478
1101.5,8479,35587,1100.4,8480,35575,1104.7,8481,35576,8440
1086.5,8566,35590,1085.4,8566,35579,1089.8,8567,35578,8516
1071.5,8648,35593,1070.4,8649,35581,1074.8,8648,35581,8630
1056.3,8674,35582,1055.2,8674,35570,1059.5,8675,35569,8592
1041.2,8642,35553,1040.2,8642,35540,1044.4,8648,35541,8592
1026,8699,35551,1025,8700,35539,1029.2,8700,35541,8668
1010.8,8787,35556,1009.8,8788,35544,1014,8789,35544,8744
995.6,8898,35564,994.6,8899,35553,998.8,8899,35552,8895
980.4,8920,35558,979.4,8921,35546,983.5,8922,35545,8895
